Input,label
"Hech qanday ovoz eshitilmayapti. Nimbuzz hatto echo testiga ulanishga ham qodir emas. Internet aloqamda muammo yo'q. Men Nimbuzz kreditini sotib oldim, lekin uning foydasi yo'q.",0
"Qani, uni akam uchun sotib oldim va u yoqdi",1
Klasssss,1
"Men uni sevaman. Wonderful.thanks kichik mogul o'yinlarni yaratish uchun it.i, men ikkinchi bir telefonim uchun ham tark qila olmaydi degan ma'noni anglatadi ..... Men buni yaxshi ko'raman ... mm .... shunga o'xshash qo'shimcha o'yinlarni yaratishingiz mumkin .. BOShQA FOYDALANUVCHISI MEN TEKShIRIShGA QAYTIB TALABLARNI KO'RIB QILING VA ULARNI O'RNATISH U VAZIFA QILINADI",1
"Ishlamayman Mening samsung galaxy-larimda ishlamayman, agar iloji bo'lsa, bu muammoni hal qiling",0
Eee net tarelka!,1
Juda qo'rqinchli o'yin tushkunligini osonlik bilan yuklab qo'ymaslik va telefonlarga virus qo'yish va o'yinni to'xtatish uchun kunlik tugmachaning to'liq xizmat ko'rsatish tarixini ko'rish uchun tugmani bosing.,0
yaxshi,1
Uni barcha taraflarni o'ynata olmaydigan darajada yaxshi ko'rgan Nomas,1
"Xiyla Sevimli o'yin, lekin ma'lum bir darajaga yetganimda nimadir haqida gaplashib olsam, quvvat sarlavhasi yo'q, u orqali o'tolmadim.",0
Hudl2 ustida qora ekran hali yangilanmaydi. Yomon ko'rsat. Xalqlarga pul yo'qotish. Qancha bo'lishidan qat'iy nazar.,0
U ajoyib dastur,1
Aslida bu 0 yulduzni beraman,0
"Uni nafratlaning, shuning uchun zerikarli o'yinga ko'proq narsa kiritishingiz kerak va men 5 yulduzni baholayman",0
Tekshiruvlar Boshqaruv vositasi juda qiyin,0
Kinda sotib olganimdan afsuslanaman Buning uchun haqiqiy pul bilan sotib olishingiz kerak bo'lgan juda ko'p narsalar qulflangan ... uning o'yin modeli o'ynash uchun bepul,0
Seni sevaman,1
Hali ham glitches. Har 5 o'yinni o'rnatishdan bezor edim. Har bir. Vaqt. Yo'q. Qiziqarli.,0
"Ajablanarlisi, men bu 10-yulduzni bahoga arziydigan bo'lsa, berardim",1
gooood,1
Qora ekran Qanday qilib qora ekran uchun 2 kilogrammni zaryad qilish qonuniydir? Juda xafa bo'lgan 5 yoshli va g'azablangan ota ......... qaytaring,0
"Men uni yaxshi ko'raman, chunki uning qiziqarli va men katta bo'lganimda avtomobilga ega bo'lishni xohlayman va men hali ham uni sevmayman",1
"Yaxshi sherik emas, agar u urga mos ravishda sherik topmasa, yaxshi bo'lmasa u hech qanday sherik topa olmaydi",0
Mening Tab S'im bilan arzon OBD II Bluetooth qurilmamda ajoyib ishlaydi. Yuqori grafikalar va ajoyib vaqt rejimida to'g'ridan-to'g'ri Dropbox-ga o'tish. 5 yulduzli ilovalar. Eng yahshi.,1
"Omggs Bu dasturni yaxshi ko'raman, men 458-chi darajadan boshimdayoqman",1
Yomon tajriba Rulda boshqarish va yaxshi grafikalar uchun hech qanday imkoniyat yo'q,0
Yangilgandan so'ng Eslatma 3da ochilmaydi.,0
"Google haydovchilik muammosi Asosiy ekranda Google haydovchi tasvirchasi ustiga bosilsa, Google haydovchiga ulanib bo'lmadi. Bu muammo tashqari, bu yaxshi dastur.",0
Axlat o'yin,1
Chiqindi .99 sent. Ushbu ilova hatto buffering bosqichidan o'tmasligiga harakat qilmaydi,0
Mobil qurilmada men o'ynagan eng yaxshi snowboard o'yinni,1
Crap qurilmaga ulanmadi,0
"Aftidan, bu rasmda xuddi doza kabi ishlamaydi, men bu ismning nomini emas, balki bilishingiz kerak edi. Matbuot tugmalari bu kabi STUPID",0
Portret rejimi nafaqat ko'rinadi.,0
bunday ilovalardan umuman foydalanmasdim,0
Katta App va super yaxshi shaxsiy xizmat,1
"Barcha savollar ingliz tilida emas, balki men inglizlar bo'lib, ular ingliz tilida savollar berishi ehtimoldan yiroq emas, boshqa tillarni ham o'zgartira olmayman. Boshqa tillarni bilsam",0
"Qo'shimchalar uchun WiFi kerak Bu ipadda ushbu o'yin bor edi va uni sevib qoldim. Yaxshi ishlaydi, lekin juda qimmat baholi paketlarni sotib olsangiz, ular Wi-Fi holda ishlamaydi. Menda mavjud bo'lgan WiFi mavjud emas, shuning uchun bu pulni yo'qotish edi.",0
"Men 5 dan ortiq dasturni pastga tushiradigan chiplarni topolmayman, lekin siz fiş bermadingiz, aks holda ajoyib",0
"Bu go'zal sahna, lekin qiyin, men bu o'yinni sevaman deb o'ylayman .. Birdan-bir muammo jumboq, ba'zan juda qiyin .. Solution YouTube'da ba'zi o'yinlarni tomosha qiling .. 5 yulduz ..",1
"Okay Grammer juda ko'p o'ylamasdi, ko'p narsa mantiqqa to'g'ri kelmaydi, men esa 34 ga chiqdim. Bu er-xotinning ikkita farzandi bor, biri qiz, ikkinchisi - qiz Plzni tuzatish imkoniyati.",0
"Yasemin shar'yni yopib turing Stivlarni ahmoqona deb ayting, sizning aqldan ozorli qiz sizni bu qiz g'azablantiradi va bu o'yindan nafratlanaman Yo'q, yomon nafratlanaman",0
"Sozlash bo'limida viloyatni tanlab, saqlanadigan qilish kerak. Menyuda ham faqat Toshkent turibdi. O'zgartirishni imkoni yo'q.",1
Eng qiziqarli o'yin hech qachon bu o'yin juda kulgili va ajoyib. O'simliklar va boshqalarga qarshi zombi juda ko'p addicting va men etarlicha buni alamıyorum.,1
"Aloqador Wallpaper ishlatilmayapti, bog'langan Wallpaper tanlovi hech qaysi joyda bu muammoni hal qilmaydi",0
Men allaqachon giyohvandman. Ushbu o'yinni har doim sevib qolganman.,1
Albatta dastur,0
Yaxshi Yanada koproq yangiliklar kutib qolamiz,1
Haritada osiyo zonalari yaxshi ko'rinmayabdi,0
"Do'stlarim bilan o'ynashga harakat qilaman Do'stim mening o'yinimga qo'shilishga harakat qildi va u mening o'yinimga tayyor ekanligini aytdi, shuning uchun uni bosdi va o'yinni boshlashni kutdi, biroq taxminan bir daqiqadan so'ng server xatosi borligini aytdi ... Plz tuzatish va men 5-yulduz baholanadi",0
"To'xtab turadi, men o'yinni o'ynash imkoniga ega emasman, chunki u o'ng o'rtasida to'xtaydi.",0
"Ha, lekin boqiy giga bilan shug'ullanish kerak. Ha, bilaman, o'ldirish uchun 24 ta o'q otish kerak. Men sarguzashtda o'ynab qoldim, lekin hayotda ular bilan 46 marta urishgich bilan urdim va o'lishmaydi. Faqat gulxandan o'lib ketish. Chavandozni hech qachon tashlamang.",0
Men faqat ESTni yuklab oldim va litsenziyaning amal qilish muddati tugadi.,0
Jungle marmar O'yin o'yinni aniqlashga muhtoj. Marmar ham noto'g'riligidan kelishi shart emas.,0
"Tango do'stlari. Iltimos, Tango qo'ying. T mening telefonimda Yo bo'lmasa oldim MY telefonim Sizning e'tiboringiz uchun rahmat qilolmayman Yaxshi ko'rdim ... Sevimlilar. Sevimli.",1
"Aloqa barqaror emas ... Ochiq manga server aniqlanmadi, youtube muammosiz ajni oching. 2MB ulanish tezligi komikni ocholmaydi",0
Yuklab olilar. Yaxshi ishlaydi. Hozircha nuqsoni chiqmadi. Install app. It works well. There is no problem yet.,1
Katta app juda yaxshi,1
"Bu. . juda yyyyyy. chiroyli Downloyd. Ushbu o'yin i. yaxshi ko'ramanlar. o'yin. sooo mutch. Lekin men don, t. singan tormoz qilishni yaxshi ko'raman",1
Yaxshi o'yin bu o'yinni juda yaxshi ko'raman.,1
Yahshisi. Shunday davom eting,1
judayam zor pragrama,1
O'yin-kulgi va qiziqarli o'yin sizning teglaringizga e'tibor berish kerakligini tekshiradi,1
"Bu o'yin OK, lekin bu kabi o'yin-kulgi o'yinini o'ynashga qodir ekanligimdan xursand bo'lardim",1
"Borderlands Sevilmasligimiz uchun nima qilish kerak? Jiddiy Telltale Men epizod 3 uchun yana ikki oyni kutishim mumkin, lekin yorqin ishni davom ettiraman ...",1
"Grrr So frustrating Birinchi navbatda plitkalarni tapped va u ishlamadi keyin reklama pop up va siz bo'shashmasdan men ilovani olib tashlash emas, balki plz FIX",0
Katta app AR rejimida muammo hozirda so'nggi yangilanish bilan o'rnatildi. Rahmat.,1
"Menimcha, ushbu o'yin xotirani mustahkamlash uchun mutlaqo foydali.",1
EDIT BAZASI Menga hech qanday dars kerak emas edi ... 1 yulduz,0
Ajoyib ilova. Ko'proq bonuslarni kutmoqdamiz,1
Alo hammasi,1
Wtf Nima uchun men ushbu o'yinda reklama berganim uchun pul to'lashim kerak ...,0
Haqiqatdan ham u har qanday qo'shiqni olishni istaydi va u ba'zi vip pass sotib oladi. U o'yinlardan birini xarid qilganini tekshirishning usullari bo'lishi kerak va agar u u o'yinlardan barcha qo'shiqlarni olmagan bo'lsa,0
"... Albatta, u ishlamayapti. Keling, ovozimni yozib qo'yaylik, ammo ovozimni eshitib bo'lmaydi.",0
"Epic Game O'yinlarning eng yaxshisi, garchi ba'zi italyancha va aztek kabi ba'zi so'zlar bilan hayratlanmasa ham",1
dasturda sotib  olmoqchi  bo'lgan  materiallarni  yetkazib  berish tezligi  sekin,0
"Bu o'yin juda ham qiziqki, kimdir menga papa vingerini qanday qilib olishini aytib berishi mumkin",1
"iltimos, narsalarning ko'pchiligini qulflang, shuning uchun men makiyajni qilolmaysiz yoki kiyinishni xohlayman, shuning uchun i.please uni yo'q qil.",0
"Uning 2-sonli kuni va dam olish xizmati hali ham qaytib kelmaydi, shuning uchun bu o'yinni qaytadan boshlamasligim abadiy meni oldi ..... agar u tezda aniqlanmasa, buni yaxshi deb bilaman",0
"Addictive oddiy, klassik va o'ziga qaram bo'lmagan jumboq. Ko'p qiyinchilik darajasida 14k dan ortiq bulmacalar bilan siz o'zingizni hech qachon o'ynashni boshlamaysiz.",1
"Noto'g'ri Quvvat allaqachon yopiq bo'lishi mumkin, ehtimol ogohlantirishlarni bering. Ba'zan biz zulmatda o'tirganimizdan ko'ra hech qanday to'siqni ko'rmaymiz. Bu Nelspruit uchun juda yaxshi joy edi, lekin endi u ham yaqin emas.",0
"Muammoni hal qilishda ... bu telefonimda ishlamaydi .. Iltimos, yordam bering",0
"Uni olish. Ajablanarlisi Sevgi, katta kichik o'yin. Juda qiziqarli",1
AWESOME,1
Katta uyalar,1
Qoplamoqda va mening planshetim muzlaydi,0
Eng yaxshi eng yaxshilar,1
Bootloop Har 5 soniyada o'zini qayta ishga tushiradi. Dahshatli,0
Yomon Juda dissapointed ishlayotgan katta yangilash yangilash yo'q edi. Bu garovni ushlab turadi va mening telefonimda bo'lmasa hech narsa o'ynashga ruxsat bermaydi. 5 dollar sarf qilyapti,0
"Juda oson, men wwe usta muxlisiman, shunda ajablanmaslik kerak",1
Albatta arzon lekin qiziqarli,1
"Men uni yaxshi ko'raman. Bu juda yoqimli, bir narsa tho, men sizga narxlarni shu qadar baland qilmasligingizni istardim, lekin bundan tashqari zo'r. Menga yoqqan birinchi o'yin - bu chorva edi. Yaxshi ishchilarni ushlab turing, TylerXD",1
Hech qanday muammolar o'yin bilan bog'liq emas va o'g'lim uni sevadi,1
Super,1
Boshqarish vositalarini boshqarish uchun juda ko'p reklamalar ham silliq emas. Ushbu talaffuz haqida ma'lumot yo'qotilgan,0
soxta,0
"Dazmolda juda tez sekinlashib, mening telefonimni aylantirganda meni tashqariga urishni istamaysizmi",0
Zo'r ekan.gap yo'q,1
Zerikish Men kutganim yo'q. Juda zerikarli va zerikarli topdim. Bir hafta ichida uni o'chirib tashladi.,0
To'lov amalga oshmadi Siz Google Wallet bilan bog'lanishni hisobga olishingiz kerak,0
ilovaga buyrulgan ishni bajarmaydi o'zi bilganini kiladi,0
"Kattalashtirish muammosi Men odatda bu ilovani yaxshi ko'raman, lekin oxirgi paytlarda ba'zi Mangaslarni avtomatik ravishda kattalashtirib, ular kichik qora nuqta bo'lib ko'rinadi va keyingi qismlarda shu tarzda qoladi, shuning uchun men baxtli o'qishni davom ettiraman va 5 yulduzga beraman",0
"Qo'rqinchli, ammo ... Men buni qilolmayman, chunki biz qila olmaymiz, limon, to'q sariq, gilos, malina, chinnigullar va olxo'ri. Ammo bu ajoyib",1
"Katta umidsizlik. Mening sevimli dasturlardan biri (ekspres) faqat ishni to'xtatdi. Ko'p kunlar o'tdi, hech narsa o'zgarmaydi",0
Mening sevimli dasturim,1
"Ishlamaydi Video, kino va seriallarning hech biri ishlamaydi - barchasini qaytarish ""xato""",0
"Albatta, bepul emas, balki juda cheklangan, faqat bitta mahsulot meva pop-ga kirishga ruxsat beradi, hatto undan keyin ko'plab ingredientlar xaridni talab qiladi. Vaqtni behuda sarflamasligingiz kerak.",0
"Dasturni yaxshi ko'radigan bir narsa, biz ba'zi narsalarni yangilashimiz kerak bo'lsa ham, biz qulflashni amalga oshiradigan samoviy dastur",1
Monster afsonalari Ushbu o'yinni juda yaxshi ko'raman,1
"Yaxshi o'yin emas, balki siz 3 ta tirnoqni bo'yashingiz mumkin, keyin hamma narsani olish uchun to'liq versiyani olishingiz kerak. Buqa bug'doy",0
Katta qiziqarli va ijodiy o'yin. Ko'p narsalar qilish kerak,1
"Tizim muammosiga farishtalarga kirish va ularni yangilash va longa borish mumkin emas .so'ng, buni men 63 darajagacha tuzataman va bu juda mamnundir.",0
"Men hech qachon bu kompaniyani hech qachon sotib olmagani uchun kasallarni muzlatib qo'yaman, deb o'ylagandim, muzlatib qo'ygan o'yinni hech qachon ishga solmayman.",0
Ilovada ranglar yaxshi tanlanmagan,0
Zo'r ...,1
"Albatta, ajoyib. zo'r xarakter, kulgili ovoz, ajoyib darajadagi tafsilotlar, qiziqarli soatlar. Tavsiya eting",1
"Yaxshi o'yin haqiqiy emas, qiziqarli o'yin",1
Men ishlamayapman To'rt marta men sizga murojaat qildim va javob bermadim. Nima uchun,0
Juda yaxshi Dasturlarni qo'lda tashkil qilishimiz mumkin. Va yozuvlarni to'g'ri saqlashi mumkin. Tavsiya etiladi,1
"OK, lekin mini o'yinlarni o'ynashga ruxsat bermaydi",0
Ilovani yaxshi ko'raman,1
Hech qachon yuklanmaydi,0
ilovalardan bir vaqtning o'zida bir necha odamnging foydalana olmasli,0
"agar u yangi velosiped sotib olsalar, velosipedni ko'tarib, velosipedlarni xarid qilsa va yana yangi narsalarni sotib olsalar, yana beshta daraja va undan ko'proq dinozavrlarni qo'lga kiritishi yoki ikkinchi yaramas poyga",1
Dev qo'llab-quvvatlash Men 2 yil davomida bepul versiyadan foydalanib bo'ldim va Devni qo'llab-quvvatlashim kerakligini angladim. Bu boshqa ildiz ilovalari bilan birgalikda ishonchli va xavfsiz android hosil qiladi.,1
"Yomon KONSEPT yaxshi, lekin o'yin OGOHLANTIRILGAN ISTE'MOLChILIKLARNING O'ChIRILGANLIGIGA BAXLDILIShI UChRAShUVChILIK.",0
Pitsa o'yinlari Bolalar uni sevadilar,1
"Bu qo'riqchi Hatto barcha tashvishlar bilan asabiylashtirsa ham, men ushbu o'yinni yaxshi ko'raman. Tez savol, men bugungi kunda Google Playda yangilangan 1.8.8. Nima uchun mening o'yinim 1,8,7,24 marta ko'proq baxtsizlik ...",1
Superb App .... Faqat haqiqiy gitara kabi,1
bu dastur o'rnatilganda odamlarning vaqti o'g'irlanadi,0
Eng yaxshi o'yin ... Men uni juda yaxshi ko'rganman ... Bu ajoyib va ​​qiziqarli ...,1
"Katta o'yin Ushbu o'yin sizning telefoningizni devorga tashlashi mumkin bo'lgan narsadir, ammo men hali buni qilishim kerak",1
"Ugh har safar bu o'ynashga harakat qilsa, u tushadi. Agar o'yin uchun haq talab qiladigan bo'lsangiz, uni o'ynashga moslashtiring. Muammoni bartaraf etish yoki pulimni qaytarish",0
"O'yin o'yinni yuklamaydi Men o'yinni hech qachon to'xtatib turmaydigan eng mashxur o'yinlardan biri. Hozir hech narsa yuklamaydi. Bundan tashqari, har bir narsaning ahmoqona miqdordagi qopqog'iga tushib ketishi juda qiyin.",0
"Uni sevaman, men haqiqiy yulduz bo'lishni xohlayman",1
Narmalni menga yoqti lekin rek.lar bo'madi,1
Hech qanday bepul maslahatlar yo'q. Maslahatlar uchun jackpot avtomatik ravishda ochilishi kerak.,0
"Bu erga ishlov berishni xohlayotganimni ko'rganman, shu kuni ertalabdan beri 2 soat ichida qaytib boramizmi",0
"O'g'irlik yomon emas, bilasizmi, bu boshqa o'yinning nusxasi. Nopoklikning noqonuniyligi sababi yomon natijalar bilan kechadi",0
Mendan pul olganlar va bir marta pulingizni olish uchun o'rnatilgan o'yinni sotib olmadingizlar. Vaqtni yoki pulni SPENDSTINE,0
"""gcm / fcm token qurilmasi"" talab qilinadi ???",0
yaxshi,1
Bu ajoyib dastur,1
"Lamia ha Yo'q, men yana urinib ko'rishga ijobiy javob beraman. Dbhefb fhx",0
"Ba'zida tasodifiy ravishda o'chib ketadi. ba'zida matn yozishda yoki ur telefondagi bir necha narsalarni qilgandan keyin. Bundan tashqari, bu hayotni saqlab turuvchi bo'lishi mumkin. kimdir sizni hibsga olishni va unga bosim o'tkazishdan saqlanishiga yordam berdi",1
bu menga judayam yoqdi,1
ZERO STARLARNI YUKLAB OLISH ... hatto yuklashga ham boshlamaydi. Ochilish sahifasida muzlatilgan.,0
"Juda yaxshi o'yin Uzoq vaqtdan beri men uni juda yaxshi ko'rardim. O'yinni o'ynashga haqlisiz, men uni yoqtiraman. Siz ko'proq o'yin o'ynashingiz kerak va bu ham shunday.",1
"Yomon o'yin Agar ishlaydigan yagona o'yin uzoq o'tish bo'lsa, siz ularni mashqda o'ynashga qodir bo'lmaysiz va qabul qiluvchilar qisqa vaqt ichida to'pni ushlamaydilar, men bu o'yin qiziqarli bo'lishini o'yladim, lekin u judayam hafsalasi pir bo'ldi .",0
"Buni yaxshi ko'rish Qiziqarli, chunki biz uni ushlab qolishimiz kerak, faqat pastga tushadi va keyin suvni to'kib tashlang bu o'yinni juda qiziqarli.",1
"Nafrat qilaylik, nima uchun boshqa shahzoda uni berkitib qo'ygan ekan?",0
Juda zo'r,1
Men pulimni qaytarishni istayman faqat xoom planshetni faqat 1 yoki 2 peekaboosdan keyin qulflayman. Mening 2 yoshligim chinqirib yubordi. Boo.,0
Mighty Dungeons Men bu kuni ertalab kompyuterda sotib oldim va uni telefonimga sotib oldim .... Endi kimdir meni vatanparvarligim uchun Drittz Do Urdenning xarakterini keltirishi mumkin.,1
"Ushbu ilova mening hayotimni buzmoqda. Men endi mazmunli munosabatlarni shakllantira olmayman yoki hech qanday ishni bajarolmayman. Bu umrimni butunlay nazorat qilishim mumkin, lekin hozirga qadar bu juda muhim emas. .",1
"Qizil pushti ballari O'yinni yaxshi ko'raman, lekin siz qanday qilib Qizil Kiti ballarini qo'lga kiritasiz Lvl 10ga borishingiz kerakmi?",1
"Marhamat, men Meyerton Ext 6 shtatidagi Emfuleni shaharchasida nima qilish kerakligini bilmoqchi bo'lgan maydonni topishimga yordam bering. Iltimos yordam bering. Rahmat.",1
App bo'lishi kerak Ilovani sevaman. Ushbu aniq va tegishli ob-havo ma'lumotini beradi. Agar jiddiy bo'ron yoqadigan bo'lsa yoki havo oqimida nima sodir bo'lganini bilishni yaxshi ko'raman. Bu App bo'lishi kerak. Ajoyib ish..,1
"Xaridlarni tiklash Ikki marta sotib olish ishlamayapti, iltimos, tuzatish",0
Mashinalarning dushmanlari bir yildan ortiq o'ynab kelmoqda. Hali ham bu o'yinni sevaman.,1
Bozorda eng yaxshi signal Siz ushbu ilovada noto'g'ri yo'l tutasiz,1
"O'yin tugagach, o'yin 5 ta bosqichda o'ynashimdan keyin tushadi.",0
Qiziqarli,1
"Birinchidan uni sevaman ... 17-darajadan so'ng, men bu o'yinni o'ynashda muammoga duch kelyapman. Bu o'yinni yopaman va bu o'yinni juda yaxshi ko'raman. Uni hoziroq o'chirib tashlashingiz kerak.",0
dahshatli,1
"A 5 Star App Brilliant app, endi televizor qutisi bilan muammosiz ishlaydi.",1
"Juda hafsalasi pir bo'ldi Har bir narsani yo'qotdi Barcha velosipedlar, taraqqiyot, kalitlar, barchasini bu Ricky bilan to'ldiramiz, siz bizdan qarzdormiz",0
Ajablanarlisi ajoyib,1
"Juda ko'p ish uchun tashakkur, shuningdek uni qo'llab-quvvatlayotganingiz uchun katta rahmat.",1
youtube da kerakli bo'lgan narsalarni chiqarib bermaydi.,0
Respect Ilova juda ham ajoyib qoyil faqat iltimos mobil muxbir funksiyasini qowing yana.qoyil,1
Bildirishnomalar Yangi yangilanish mening roziligisiz xabarnomalar ichimga kirdi. Qabul qilinishi mumkin emas.,0
"Vidjet biror narsani ko'rsatmaydi ... yangilashni olib tashlash va pro-appni qayta tiklashdan so'ng, vidjet oxirida paydo bo'ldi. Lekin vidjet hali biror ma'lumotni ko'rsatmaydi. Vidjetni to'g'rilash.",0
"Playstore-da, yirtqich kratslar o'yini uchun rahmat",1
Toshkentga kelgan va shahar atrofida harakat qilishni istaganlar uchun ajoyib dastur,1
"Men absolutly bu sevgi qurish ajoyib. Men bu ijodni yaxshi ko'raman. Creative.the yagona narsa, men boshqalar o'ynashini xohlayman, deb umuman umumiy, men uni yaxshi ko'raman",1
Ishlatish uchun judayam qulay. Yaratganlayam proyektni boshlab tugatganlagayam kottakon rahmat.,1
bizovning shahsiy fayllarini boshqalar hujum qilishi,0
Juda yomon,0
"Men bu o'yinni sevaman, bu mening barcha planshetlarimda, men uni yuklab qo'yaman va hammani yuklab olishni tavsiya qilaman. Riddiy Xilnani",1
Zo'r,1
Nafrat juda ko'p,0
Katta o'yin O'yin ajoyib va ​​men do'stlarim har doim o'ynaydi,1
"Bu ishni bajarish uchun barcha ishlarni amalga oshirish mumkin emas. Har doim men boshlashni boshlayman, u Bluetooth-ni o'chirib qo'yishini ma'lum qiladi. Nima uchun FFFF buni mutlaqo sindirib tashlashni xohlayman.",0
Bu shunchaki baxt. Men uni sevaman ...,1
"Ushbu ilovadan nafratlanadigan qanday ahmoq, men hech qachon bu turdagi ilovalarni oyog'imdan emas",0
Muammo nimani anglatmasin,0
Google xaritalaridan foydalanishni bezovta qilmang. Internetga ulanishingiz yaxshi bo'lsa. Navfree'dan foydalaning.,0
Hatto to'g'ri belgi yo'q. O'yin uchun mavjud belgilar - FFV ning belgisi. Bu bema'nilik qilmaslikning kulgili ko'rinishi.,0
hech qanday ma'noga ega emas va o'ynash juda qiyin,0
Kattaroq narsalar rahmat,1
"Ishlar yaxshi, lekin birinchi marta sotib olganimda ushbu ilovaga qo'shilgan va keyinchalik transport kamerasi bilan boshqa ilovani yaratish shaffof va axloqsiz edi.",0
"Awsome O'tgan yilgi deyarli barcha maqolalar o'qib chiqdi va ilova nima izlayotganimni aniq ko'rsatmoqda. Yaxshi interfeys, brauzer o'rnatish muammolari yo'q. rahmat",1
qaerda qidirayotganimni qidirib plz qidirish opsiyasi yo'q,0
Ushbu CRAP-ga pulimni behuda sarf qilyapman. SA da ishlamaydi .... XIZMAT KO'RSATISH KAMERALARINI BOShQA UChUN HAMKORLIK QILMAYDIman,0
Galaxy note edge Bu o'yinni sizga bir lil yanada exp nuqtalari va urush boshiga naqd pul topish istardim,1
Juda katta ... 322mb Bu dastur ayniqsa mos keladigan murakkab ob'ektlar va fayllar bilan boshqa o'yinlarga nisbatan kulgili darajada katta. Aslida Doniyor Tiger ilovalarining hammasi juda katta ...,0
Zo'r uyin yangisini kutamiz Man sani sigir desam mol ekansanu:):):),1
"Yaxshi o'yin Lekin kulgili, bir o'yin uchun pul, kulgili",0
"Yaxshi bo'lishi uchun ishlatilgan. Bu juda yaxshi edi, lekin oxirgi paytlarda tezligimni vaqti-vaqti bilan 0 mph sifatida vaqti-vaqti bilan ko'rsatishga kirishdi, keyin esa bir muddat o'tgach, men chiqish va dasturni qayta ishga tushirguncha butunlay muzlaydi. Haydash paytida buni qilolmaysiz",0
Zo'r N,1
Slot bonanza O'yin bonanza izi yaxshi o'yin yaxshi o'yin eng yaxshi o'yin ushlab qolish va men hammasini sinab ko'rdim ajoyib.,1
"Ushbu o'yin sizni nuqtada o'stiradi, ayniqsa, pastga tushadigan pog'onada bir nechta tirnoqni qo'ysangiz ekranda har bir qavatning 1000 ta qo'shimchasini qo'shib qo'yasiz, lekin siz faqat 10 yoki 15 dan 3 yoki 4 ball uchun ballarni olishingiz mumkin",0
"Billing masalalari 4.99 usd bir marta taklif paketi o'rniga 600 ortiqcha qimmatbaho toshlar sotib oldim, faqat 300 ortiqcha qimmatbaho toshlar oldim. Men allaqachon qo'llab-quvvatlash chipta yuborgan edim, ammo hali javobim yo'q. Aktyor identifikatori 6970894",0
Nmaga biznikila UI ga etibor bermedi a?,0
"Qopqoq parchasi yuklab oling Diqqat siz mukammal maqsad va kuchga ega bo'lgan rasmni sog'indingiz, bu to'pning egalari og'izning o'rtasidan havodan tashqariga chiqadi, bu o'yin egalari dahshatli kodlayıcılar kodni qanday kodlashni o'rganadilar",0
"Sarlavha deyilganidek, muntazam versiyadan katta farq yo'q. Yangilangan versiyani to'ldirganman va oddiy versiyaga qaraganda ko'proq oldindan ko'rishni ko'rmadim. Tezroq emas va o'chirilgan barcha ma'lumotlarni ko'rsatmaydi.",0
ilovaning  hajmi  juda katta,0
Hammasi dabdala kop sozlar yogu,0
"o'yin Agar reklama qilsangiz, men sizning apple telefoningizni juda yaxshi taniysizmi? 6plus si tiu dint have it diwnload it",0
"Yomon qiynoq o'yinim Agar men o'girsam, u sekin,",0
JUNK QANDAY XALQLARNI QANDAY TALAB QILING?,0
"Vau, LEGO shahrining ko'p qismini uyimda topaman",1
Akramjon Madalov,1
"Ishlamaydi. Men aloqam yo'qligini aytmoqchiman, lekin buni yozayotgan bo'lsam ham aniq",0
"ajoyib Barcha panda o'yinlari ajoyib, bolalarim ularni sevadi",1
Ajoyib,1
Bridge Baron Eng yaxshi android ko'prigi ilovasi,1
"Ajablanarlisi ilova ""reyting www.uz appp"" ""appdan ko'ra kattaroq""",1
Zo'r,1
Sucks,0
Ajoyib ko'ngilochar. Mening to'rt yoshli o'ynashni tomosha qilishni yaxshi ko'rishadi,1
U juda dahshatli,1
Gap yo'q,1
Har safar yopilishga majbur. Dastur kuchi uni ochishga va ishlatishga harakat qiladigan har bir vaqtni yopadi. Ilgari menda bu ilova bor edi va buni hech qachon qilmaganman.,0
"O'yin-kulgi. Ba'zi tweaking kerak, ammo hali ham yangi. Yaxshi o'yinchini qila oladigan va zaytun sarflamaydigan sevgi. Serverlarga kira olmaydigan yoqtirmang. Yangi serverlarni yaratishni to'xtatib qo'yish, ularni katta hajmdagi lol qilish",1
"Dahshatli Bu ilova juda ko'p ichki xotiraga ega bo'ladi, bu tushunarli bo'lar edi ... agar ishlayotgan bo'lsa, u ilovani yuklab olish uchun taxminan 30 daqiqa davom etdi va shu vaqtning o'zida hatto ochilmaydi. ..",0
Menga nima kerak ..... tnkQu,1
Sevgi uni uyqusizlik uchun ajoyib,1
"LG G3 Roku 2 Menga bir oz tegdi, lekin hozir men faqat mp4 formatida yuklab olaman va u joziba kabi ishlaydi.",1
Yopiq turishni davom ettiradi. Yangilangan kundan beri u meni yopib qo'yadi va barcha agentlarni chaqirishga ruxsat bermaydi,0
Muammolar juda ko'p Yuklab bo'lmadi Avtorizatsiya qilib bo'lmayapti Pullik kanallarni ko'rib bo'lmadi dastur yaratishni bilsam Mediabay TV dan ham Zo'r TV ni ishlab chiqardim 1 emas 3 ta Zo'r TV Onlayn TV va Online TV degan dasturlarni.,0
"Double U Casino Bu ajoyib o'yin, uni o'ynashni to'xtata olmayman",1
Zo'r,1
"Yaxshi o'yin Yaxshi dizayn, ravon o'yin, reklamalar juda zerikarli emas. Juda tavsiya qilinadi.",1
Bad nots yaxshi,0
